AAPB Unique Identifier (GUID),Type,Value,Timecode IN,Timecode OUT,Duration,dur_hh,dur_mm,dur_ss,seq_duration_SS,seq_duration_hh_mm_ss,Corpus,PBCore URL,AAPB URL,SonyCi ID,Filename,Source Org,Media Type,Title,Description,Genre,Creators,Source Format,Date Type,Date
cpb-aacip/15-g15t727m3k,Sound quality,Classical Music,,,00:50:18:04,0.0,50.0,18.0,1346565,374:02:45,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-g15t727m3k.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-g15t727m3k,3ea097b4862d47b1b2536bbc02317cfb,cpb-aacip-15-g15t727m3k__barcode345072_.h264.mp4,IMPORT_ID,Series,,Davis Conducting: Sibelius; Brahms,Music,,Digital,,
cpb-aacip/15-x639z90r3k,Sound quality,Classical Music,,,00:56:40:20,0.0,56.0,41.0,1349966,374:59:26,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-x639z90r3k.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-x639z90r3k,73c9da5f3cef426a9513e3edc94c00a3,cpb-aacip-15-x639z90r3k__barcode345130_.h264.mp4,IMPORT_ID,Series,,"Ozawa Conducting: Bach, Carter, Brahms",Music,,Digital,,
cpb-aacip/15-rb6vx0691d,Sound quality,Classical Music,,,00:54:56:21,0.0,54.0,57.0,1353263,375:54:23,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-rb6vx0691d.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-rb6vx0691d,248e86ad59fd41119ce7d787cc4025ac,cpb-aacip-15-rb6vx0691d__barcode345119_.h264.mp4,IMPORT_ID,Series,,Ozawa Conducting: Beethoven; Ravel,Music,,Digital,,
cpb-aacip/15-tb0xp6vf1v,Sound quality,Classical Music,,,00:59:16:19,0.0,59.0,17.0,1356820,376:53:40,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-tb0xp6vf1v.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-tb0xp6vf1v,3e15b65387044246b06205d6b24a38a6,cpb-aacip-15-tb0xp6vf1v__barcode345075_.h264.mp4,IMPORT_ID,Series,,Ozawa Conducting: Mamangakis; Beethoven,Music,,Digital,,
cpb-aacip/15-p55db7vz04,Sound quality,Classical Music,,,00:48:07:18,0.0,48.0,8.0,1359708,377:41:48,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-p55db7vz04.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-p55db7vz04,0b241c84870a4f1da490130d0a770c94,cpb-aacip-15-p55db7vz04__barcode345118_.h264.mp4,IMPORT_ID,Series,,Davis Conducting: Sibelius; Brahms,Music,,Digital,,
cpb-aacip/15-vt1gh9bk5n,Sound quality,Classical Music,,,00:55:14:22,0.0,55.0,15.0,1363023,378:37:03,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-vt1gh9bk5n.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-vt1gh9bk5n,5b09946c9414440bbcb2ed384dfe233d,cpb-aacip-15-vt1gh9bk5n__barcode345131_.h264.mp4,IMPORT_ID,Series,,"Ozawa Conducting: Bach, Carter, Brahms",Music,,Digital,,
cpb-aacip/15-12m646mw,Sound quality,Classical Music,,,00:55:20,0.0,55.0,9.0,1366332,379:32:12,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-12m646mw.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-12m646mw,9318ca857a4c4f42a125a484c6c1d328,cpb-aacip-15-12m646mw.mp3,MARS Source Creation Order,Series,,Suite no. 1 / Bach Also sprach Zarathustra / Strauss,Music,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-246q5hgb,Sound quality,Classical Music,,,00:55:10,0.0,55.0,51.0,1369683,380:28:03,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-246q5hgb.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-246q5hgb,0c06167722ce493da502001d9d60207c,cpb-aacip-15-246q5hgb.mp3,MARS Source Creation Order,Series,,Lenore overture no. 3 / Beethoven Symphony no. 3 / Brahms,Music,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-48ffbv3m,Sound quality,Classical Music,,,00:56:04,0.0,56.0,5.0,1373048,381:24:08,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-48ffbv3m.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-48ffbv3m,79e328483d2a4683bed7a29d27c55504,cpb-aacip-15-48ffbv3m.mp3,MARS Source Creation Order,Series,,Music - Classical,Music,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-504xh99z,Sound quality,Classical Music,,,00:56:03,0.0,56.0,4.0,1376412,382:20:12,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-504xh99z.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-504xh99z,2f9c01280e08467db5dc7d498f4dda55,cpb-aacip-15-504xh99z.mp3,MARS Source Creation Order,Series,,Egmont; Beethoven Symphony no. 2; Sibelius,Music,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-000006gp,Sound quality,Classical Music,,,00:59:04,0.0,59.0,5.0,1379957,383:19:17,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-000006gp.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-000006gp,d931afa7201e44e7aca94eb865e29aad,cpb-aacip-15-000006gp.mp3,MARS Source Creation Order,Series,,Music - Classical,Music,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-61djhpmb,Sound quality,Classical Music,,,00:56:25,0.0,56.0,59.0,1383376,384:16:16,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-61djhpmb.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-61djhpmb,8a13bd8f7fab4b47ab60c756a51cd77b,cpb-aacip-15-61djhpmb.mp3,MARS Source Creation Order,Series,,Symphony no. 2 / Brahms,Music,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-92g79vrf,Sound quality,Classical Music,,,00:56:10,0.0,56.0,35.0,1386771,385:12:51,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-92g79vrf.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-92g79vrf,e654dddff3e147efbc9b0c3626d7c271,cpb-aacip-15-92g79vrf.mp3,MARS Source Creation Order,Series,,Symphony no. 8 / Bruckner,Music,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-06sxm1k8,Sound quality,Classical Music,,,00:59:45,0.0,58.0,47.0,1390298,386:11:38,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-06sxm1k8.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-06sxm1k8,7ef67e0600ef4e069a0f55792fac8266,cpb-aacip-15-06sxm1k8.mp3,MARS Source Creation Order,Series,,"Pathetique Symphony / Tchaikovsky, Interview: Henry Portnoy",Music,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-78gf291s,Sound quality,Classical Music,,,00:56:30,0.0,57.0,22.0,1393740,387:09:00,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-78gf291s.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-78gf291s,f615437c595b4ad5abe85741b7b2f49e,cpb-aacip-15-78gf291s.mp3,MARS Source Creation Order,Series,,"The Testament of Freedom / Thompson Symphony no. 8 / Shostakovich, Adagio",Music,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-24jm6chs,Sound quality,Classical Music,,,00:59:30,0.0,56.0,21.0,1397121,388:05:21,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-24jm6chs.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-24jm6chs,a3df4aa7ea2c40b1ba954600d10d435d,cpb-aacip-15-24jm6chs.mp3,MARS Source Creation Order,Series,,Music - Classical,Music,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/29-225b00h3,Significant speaker voice,"Kennedy, John F.",,,00:01:00?,0.0,1.0,8.0,1397189,388:06:29,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_29-225b00h3.pbcore,http://americanarchive.org/catalog/cpb-aacip_29-225b00h3,e5a4c789347f40bf9f26e49fd6b4e376,cpb-aacip-29-225b00h3.h264.mp4,Field Recordings,Program,John F. Kennedy - Wisconsin TV spot,No description available,Politics and Government,,Betacam SP,,
cpb-aacip/500-1834599b,Significant speaker voice,"Kennedy, John F.",,,00:29:43,0.0,29.0,24.0,1398953,388:35:53,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_500-1834599b.pbcore,http://americanarchive.org/catalog/cpb-aacip_500-1834599b,c7d35019261741dc89fcdd94d557bba9,cpb-aacip-500-1834599b.mp3,National Association of Educational Broadcasters,Program,,"Report on the formation of the Peace Corps. The recording includes excerpts of speeches by Sen. John F. Kennedy during 1960 presidential campaign at Univ. of Michigan, and Prof. Maurice Albertson, appointed to study the viability of a Peace Corps.",Public Affairs,"OrderedDict([(u'creator', u'National Association of Educational Broadcasters'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-053ffks1,Significant speaker voice,"Kennedy, John F.",,,00:30:22,0.0,30.0,42.0,1400795,389:06:35,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-053ffks1.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-053ffks1,325c00e0dc1640b29c262610ca3d9015,cpb-aacip-15-053ffks1.mp3,MARS Source Creation Order,Program,John F. Kennedy Press Conference (10/9/1963),JFK Press Conference TV Feed,News,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-9996xp59,Significant speaker voice,"Kennedy, John F.",,,00:35:30,0.0,59.0,24.0,1404359,390:05:59,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-9996xp59.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-9996xp59,ea93c799b15f430c9ec015c3f5a31ea7,cpb-aacip-197-407wm9nz.h264.mp4,MARS Source Creation Order,Series,,"Recorded May 7, 1966 at Kresge Auditorium.",Music,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-22h711cb,Significant speaker voice,"Kennedy, John F.",,,00:11:40,0.0,11.0,53.0,1405072,390:17:52,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-22h711cb.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-22h711cb,7f9b2f1a074a40a3b3e55986c39d5c7b,cpb-aacip-15-22h711cb.mp3,MARS Source Creation Order,Program,JFK NE Salute Dinner,Public Affairs - Politics,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-kh0dv1cv5w,Significant speaker voice,"Kennedy, John F.",,,00:16:17;03,0.0,15.0,19.0,1405991,390:33:11,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-kh0dv1cv5w.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-kh0dv1cv5w,01e94c057dfe4965952d9d99bf4e9c0d,cpb-aacip-15-kh0dv1cv5w__barcode339461_.h264.mp4,UOI_ID,Series,,Swearing in and inaugural address of John F. Kennedy.,News,,Digital,,
cpb-aacip/500-7s7hv605,Significant speaker voice,"Kennedy, John F.",,,00:29:10,0.0,29.0,16.0,1407747,391:02:27,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_500-7s7hv605.pbcore,http://americanarchive.org/catalog/cpb-aacip_500-7s7hv605,79e8fe0f3c50437f9be7fe2b50105cc9,cpb-aacip-500-7s7hv605.mp3,University of Maryland,Program,,"Special of the Week #4. Centennial of Italy unification: ceremony at
    Library of Congress.",Public Affairs,"OrderedDict([(u'creator', u'National Association of Educational Broadcasters')])",1/4 inch audio tape,,
cpb-aacip/15-bk16m3379m,Significant speaker voice,"Kennedy, John F.",,,00:03:57:03,0.0,3.0,57.0,1407984,391:06:24,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-bk16m3379m.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-bk16m3379m,f3aa851c9d8c4b59b7b93ce93a357033,cpb-aacip-15-bk16m3379m__CBS151212_.h264.mp4,IMPORT_ID,Series,,Kennedy plans new space probe money and comments on astronaut Alan Shepard's space flight. Kennedy comments on the use of US troops in the Vietnam situation and on the Soviet's Geneva Test Ban proposal. 1. JFK enters room. Shots of cameramen and newsmen. 2. Kennedy speaks.,Global Affairs,,Digital,,
cpb-aacip/15-rf5k931j1n,Significant speaker voice,"Kennedy, John F.",,,00:20:43:10,0.0,20.0,43.0,1409227,391:27:07,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-rf5k931j1n.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-rf5k931j1n,129808beeeaa48e1a4dfab2c931eb14a,cpb-aacip-15-rf5k931j1n__barcode48767_fix_.h264.mp4,IMPORT_ID,Series,,"United Nations statements regarding the Cuban Missile Crisis. Statements by John F. Kennedy, Andrei Gromyko, Adlai Stevenson and U Thant.",Global Affairs,,Digital,,
cpb-aacip/15-9542j827,Significant speaker voice,"Kennedy, John F.",,,01:09:11,1.0,2.0,9.0,1412956,392:29:16,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-9542j827.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-9542j827,d2aef1bf15724841811da431cd210c0d,cpb-aacip-15-9542j827__111477_.mp3,IMPORT_ID,Series,,"The Educational Radio Network / ERN's coverage of the March on Washington for Jobs and Freedom Third of fifteen hours of broadcast: 11 A.M. - 12 AM. Performers include: Bob Dylan, Bayard Rustin, Lena Horne, and Peter Paul & Mary. Segment also includes President Kennedy and Jackie Robinson. Includes President Kennedy Press Conference clips, and the marchers setting off.",News,,Digital,,
cpb-aacip/15-d21rf5kh4f,Significant speaker voice,"Johnson, Lyndon",,,00:01:32:08,0.0,1.0,32.0,1413048,392:30:48,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-d21rf5kh4f.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-d21rf5kh4f,4647ee95b48f427ea47a0e28215f2086,cpb-aacip-15-d21rf5kh4f__CBS151684_.h264.mp4,IMPORT_ID,Series,,"Vice President and Mrs. Johnson arrive back in Washington and are greeted on the White House lawn by President Kennedy. Kennedy says the tour was a great public service. The Johnsons speak of the merit of their Asian our. 1. Kennedy greeting Johnson by copter. 2. Jonson before mikes on lawn, speaks. 3. President Kennedy pulls Mrs. Johnson to mikes to say a few words. Mrs. Johnson speaks.",Global Affairs,,Digital,,
cpb-aacip/15-qv3bz61j5d,Significant speaker voice,"Johnson, Lyndon",,,00:02:08:07,0.0,2.0,8.0,1413176,392:32:56,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-qv3bz61j5d.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-qv3bz61j5d,89f68b2a00e242a884601eaa181b8136,cpb-aacip-15-qv3bz61j5d__ABC25298_.h264.mp4,IMPORT_ID,Series,,"Outlines alternative paths of action, says we are just furnishing advice and giving them trained counselors, have lost only 200 men to date, not planning to enlarge war, restraint (89'). In Stonewall Rodeo Arena",History,,Digital,,
cpb-aacip/15-02q57b6p,Significant speaker voice,"Johnson, Lyndon",,,00:27:00,0.0,27.0,27.0,1414823,393:00:23,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-02q57b6p.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-02q57b6p,d55db47398f24ac69ef27be8fafca63e,cpb-aacip-15-02q57b6p.mp3,MARS Source Creation Order,Series,,"President Lyndon Johnson delivers the Bicentennial Convocation Address at
    Brown University.",Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-085hqm19,Significant speaker voice,"Johnson, Lyndon",,,00:35:33,0.0,35.0,34.0,1416957,393:35:57,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-085hqm19.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-085hqm19,adde9366f001468c88ab984af1f18fd0,cpb-aacip-15-085hqm19.mp3,MARS Asset Record ID,Program,Lyndon B. Johnson Presidential Press Conference,No description available,News,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-2683bvkn,Significant speaker voice,"Johnson, Lyndon",,,00:57:19,0.0,57.0,20.0,1420397,394:33:17,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-2683bvkn.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-2683bvkn,66764f8a41174e1caf1cec1c6e01e79a,cpb-aacip-15-2683bvkn.mp3,MARS Source Creation Order,Program,President Lyndon B. Johnson: Address On Riots,No description available,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-4947dkt4,Significant speaker voice,"Johnson, Lyndon",,,00:34:24,0.0,34.0,25.0,1422462,395:07:42,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-4947dkt4.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-4947dkt4,abd2e39eff804bd98dd80877cbbfa767,cpb-aacip-15-4947dkt4.mp3,MARS Source Creation Order,Program,Lyndon B. Johnson Presidential Press Conference,No description available,News,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-1615f3tr,Significant speaker voice,"Johnson, Lyndon",,,01:05:39,1.0,5.0,39.0,1426401,396:13:21,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-1615f3tr.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-1615f3tr,689c066d656d4c42aeb1540d683ca443,cpb-aacip-15-1615f3tr.mp3,MARS Source Creation Order,Series,,No description available,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/500-5m628x08,Significant speaker voice,"Johnson, Lyndon",,,00:13:58,0.0,15.0,5.0,1427306,396:28:26,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_500-5m628x08.pbcore,http://americanarchive.org/catalog/cpb-aacip_500-5m628x08,d46e93fa0de243ba8acec04ba8cbc7be,cpb-aacip-500-5m628x08.mp3,National Association of Educational Broadcasters,Program,,"OrderedDict([(u'@descriptionType', u'Description'), ('#text', u'A series of debates on 1964 election campaign issues, featuring members of\n    Congress.')])",Public Affairs,National Association of Educational Broadcasters|Riverside Church (WRVR),1/4 inch audio tape,,
cpb-aacip/15-d21rf5kh34,Significant speaker voice,"Johnson, Lyndon",,,00:10:42:19,0.0,10.0,43.0,1427949,396:39:09,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-d21rf5kh34.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-d21rf5kh34,b756787de6864f80b8ac2121a08feaa3,cpb-aacip-15-d21rf5kh34__barcode9578_clip1_.h264.mp4,IMPORT_ID,Series,,"The original release sheet reads: The 1964 Defense Film Report -""Partners in Freedom""- presents the outstanding achievements of the Armed Forces and our Allies in facing up to Communist aggression in 1963 and maintaining our military superiority in 1964 to meet global and local challenges by foes of liberty. Secretary of Defense Robert S. McNamara introduces his report and is shown on historic missions in Europe and Asia. President Johnson, as Commander-in-Chief, outlines America's military policy and goals in his first Message to Congress. The 30-minute color motion picture documentary, filmed worldwide by service cameramen, is narrated by commentator Richard Bate. Part 2 of 2.",Global Affairs,,Digital,,
cpb-aacip/15-1g0ht2gc5k,Significant speaker voice,"Johnson, Lyndon",,,00:10:10:10,0.0,10.0,10.0,1428559,396:49:19,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_15-1g0ht2gc5k.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-1g0ht2gc5k,8a9d564806a8422fa777ae587ca5d511,cpb-aacip-15-1g0ht2gc5k__306-458R2_.h264.mp4,IMPORT_ID,Series,,"This film explores U.S. policy toward Vietnam, focusing on how the U.S. commitment expanded from providing supplies to military advisors, and ultimately combat forces in response to the growing challenge of the communists. Scenes show the bombing of the U.S. Embassy and barracks building in South Vietnam, scenes of U.S. soldiers and Marines in combat, and footage of Ho Chi Minh and the Vietcong. Other personalities shown are Secretary of State Dean Rusk and Secretary of Defense Robert McNamara.",Global Affairs,,Digital,,
cpb-aacip/153-90rr57x9,Significant speaker voice,"Nixon, Richard",,,00:40:00:00,0.0,57.0,9.0,1431988,397:46:28,Test Set 3600hrs Part 1,http://americanarchive.org/catalog/cpb-aacip_153-90rr57x9.pbcore,http://americanarchive.org/catalog/cpb-aacip_153-90rr57x9,46fa0136f81e4c349c0cae79dc61084c,cpb-aacip-153-90rr57x9.mp3,OPB Archive,Raw Footage,Speech by Richard Nixon on Politics and Sports in Corvallis (Oregon),"This clip is a recording of United States President Richard Nixon speaking at Oregon State University. Nixon talks at length praising the school's athletic successes and the upcoming election, while drawing numerous comparisons between the worlds of sports and politics.",Politics and Government,,1/4 inch audio tape,,
